YP_009724390.1,QOE84134.1,98.979,1273,13,0,1,1273,1,1273,0.0,2615,99.53
YP_009724390.1,QUM14479.1,99.057,1273,12,0,1,1273,1,1273,0.0,2612,99.14
YP_009724390.1,QOD59292.1,99.136,1273,11,0,1,1273,1,1273,0.0,2612,99.29
YP_009724390.1,QZK74878.1,99.057,1273,12,0,1,1273,1,1273,0.0,2611,99.14
YP_009724390.1,QOE84221.1,99.057,1273,12,0,1,1273,1,1273,0.0,2611,99.21
YP_009724390.1,WXI49076.1,99.057,1273,12,0,1,1273,1,1273,0.0,2610,99.29
YP_009724390.1,UHM88726.1,98.979,1273,13,0,1,1273,1,1273,0.0,2610,99.14
YP_009724390.1,QTA94418.1,99.057,1273,12,0,1,1273,1,1273,0.0,2610,99.14
YP_009724390.1,UNU32367.1,99.057,1273,12,0,1,1273,1,1273,0.0,2609,99.21
YP_009724390.1,WZA28360.1,98.900,1273,14,0,1,1273,1,1273,0.0,2609,98.98
YP_009724390.1,QTA94406.1,98.979,1273,13,0,1,1273,1,1273,0.0,2608,99.06
YP_009724390.1,QKS67443.1,99.136,1273,1,1,1,1273,1,1263,0.0,2607,99.14
YP_009724390.1,QTA94478.1,99.057,1273,12,0,1,1273,1,1273,0.0,2607,99.14
YP_009724390.1,QVI42219.1,99.057,1273,11,1,1,1273,1,1272,0.0,2607,99.21
YP_009724390.1,QVK75183.1,98.979,1273,13,0,1,1273,1,1273,0.0,2607,99.14
YP_009724390.1,UHB00525.1,98.979,1273,13,0,1,1273,1,1273,0.0,2607,99.06
YP_009724390.1,QZW89387.1,98.903,1276,11,1,1,1273,1,1276,0.0,2606,99.06
YP_009724390.1,UHA89012.1,98.900,1273,14,0,1,1273,1,1273,0.0,2605,99.06
YP_009724390.1,UPE64636.1,98.979,1273,12,1,1,1273,1,1272,0.0,2605,99.06
YP_009724390.1,QTA94442.1,98.979,1273,13,0,1,1273,1,1273,0.0,2604,99.06


